epoch,train_loss,valid_loss,dice_score
0,0.180514,0.616390,0.389596
1,0.058580,0.073667,0.908919
2,0.055208,0.086903,0.894741
3,0.045242,0.038056,0.958620
4,0.041480,0.040912,0.952791
5,0.037578,0.058995,0.932604
6,0.048439,0.038380,0.956046
7,0.047488,0.045367,0.950531
8,0.036362,0.040057,0.957840
9,0.040874,0.049168,0.946793
