epoch,train_loss,valid_loss,dice_score,time
0,0.994725,0.981348,0.033977,00:30
1,0.986472,0.923035,0.134272,00:29
2,0.967029,0.838756,0.376042,00:28
3,0.929489,0.887223,0.495174,00:28
4,0.936620,0.879618,0.141482,00:28
5,0.930974,0.765016,0.432209,00:28
6,0.927570,0.781111,0.231819,00:26
7,0.921342,0.673025,0.480357,00:23
8,0.886668,0.623391,0.396964,00:20
9,0.880869,0.735838,0.205796,00:20
