epoch,train_loss,valid_loss,dice_score
0,0.996290,0.981114,0.086447
1,0.986475,0.969688,0.043866
2,0.976334,0.917673,0.236011
3,0.958553,0.881039,0.259404
4,0.940220,0.865957,0.519468
5,0.932165,0.901144,0.147355
6,0.921057,0.880575,0.178260
7,0.924677,0.809066,0.344741
8,0.901711,0.764296,0.466998
9,0.886058,0.742621,0.394815
10,0.861795,0.675758,0.518895
